audio_array,translated_text
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.48091125e-05
  1.77133083e-03 -2.97486782e-04]",Information has been found about any damage or flood all that rained is rained in the most spaces were rained in most of these tails.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.20348549e-05
 -1.47879124e-04 -1.14381313e-04]",The people hit the pan with chair but the silks did not break
"[ 0.          0.          0.         ... -0.00014526 -0.00016284
  0.00099301]",Has walked from bikes while his own warm-up lapse and then hit by peer racer javyers.
"[ 0.          0.          0.         ... -0.00037837  0.00021267
  0.00085086]",If a travel suggest traditional advance for the country you visit may be affected or your travel cancellation.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.09295273e-06
 -6.67572021e-06 -7.39097595e-06]",Quie has defeated Simon in Israel Semon 2094-1895 in 1895 by which I was given to Tailorh Softhowing.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.20510769e-04
 -7.87198544e-04 -4.47630882e-05]",There will be no more knowing about how far many publos get over and dinner.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.52942467e-05
 -1.19447708e-04 -6.07967377e-06]",In the 1980s he worked on the show on the show and tracey alman show
"[ 5.96046448e-08 -5.96046448e-08  1.19209290e-07 ... -9.89079475e-04
  8.63552094e-04 -1.85370445e-03]",This is scauting previous reports in which the electoral has been called constitution.
"[ 0.          0.          0.         ... -0.00303042 -0.00390106
 -0.00479019]",Information has been found about any damage or flood all that rained is rained in the most spaces were rained in most of these tails.
"[ 0.          0.          0.         ... -0.00152266 -0.00118792
 -0.00116467]",Followed by the Greek historical strabo name that we know that's what the great Alexanda was born that night was destroyed.
[0.         0.         0.         ... 0.00072569 0.00103873 0.00129551],The year was ordered by glaz glinn this year in april to free of free from the court of redeemed to free more than 24 hours.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.23140144e-05
 -5.47826290e-04 -1.26540661e-04]",Remembering the previous parabled to the behavior of implementing the actual changes and the new change in the new direction to be uncovered.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.69873238e-05
 -1.89542770e-05  1.74641609e-05]",Also with a astronauti noon 11 was part of the original astronaut one's partday team
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.42213631e-05
 8.67843628e-05 6.84857368e-05]",Giant pieces fall at the edge of himshouse and probably falls out and probably slip away from the edge or roll away from the edge.
"[ 8.34465027e-07 -7.74860382e-07 -5.96046448e-07 ...  6.63781166e-03
  4.58085537e-03  5.32954931e-03]",You use the bells with more pressure or movement to get more words in the Arckedone.
[0.         0.         0.         ... 0.00019938 0.00022715 0.00025618],Traditionally joins the inheritary army after finishing the education of throne education.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.75969505e-05
 -2.50339508e-05 -2.79545784e-05]",After said in reported that Afghanistan was replaced to land with a bombing in the plane.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.43782997e-05
  3.03983688e-06  5.26309013e-05]",In Kenya Nyroby has issued the efferse of America's dispute to the somius of Souli Bomma and expanding the bombing in Ethiopia
"[ 0.          0.          0.         ... -0.00078702 -0.00067443
 -0.00095898]",He said is no intelligence in judgments to judge it.
"[ 0.00000000e+00  5.96046448e-08  2.38418579e-07 ... -7.40927458e-03
 -6.20943308e-03 -6.42740726e-03]",A section of more various types of pre-made foods are also living a microwave ovon or other way to warm the food.
"[ 0.          0.          0.         ... -0.00034213 -0.00069571
 -0.00162041]","Although freedoms announcing a fulfield in April 36, the attack, was not a functioning win alone at some year, until 1818 died until 1818 died until 1818 died until 1818 died until 1818 died until 1818."
[0.         0.         0.         ... 0.00020629 0.00023448 0.00037903],If one's trip is to know a specific place of history and cultural tourism
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.92877579e-05
  6.79492950e-05 -2.70009041e-04]",Michael Sumakor had never finished her run after the damage for suspension in several war.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.57551670e-04
 -2.85923481e-04 -8.48770142e-05]",Once in ten years she led the sowov part in Mission that led a software leaders in Business Business that was performing over the final racer rays.
[ 0.         0.         0.        ... -0.0017308 -0.0017519 -0.0011487],The best indicator of internal poison may result in any open drugs or poisonous domestic chemicals.
"[ 0.          0.          0.         ... -0.0012477   0.00170279
 -0.00031865]","But Ranall Weika Cagsmarerine ""was stronger and a also dealtrained aids."
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.15904617e-06
  2.56299973e-06  2.18153000e-05]",Travel agents deal with the values ​​in many times you may still be possible to book other kinds of lodges such as a camping grounds.
"[ 0.00000000e+00  0.00000000e+00 -5.96046448e-08 ... -1.37984753e-03
 -4.96029854e-04 -6.37173653e-04]",2010 The Unovenue asked after Highly begins to make a prohibit of this disease starting to the capital camp
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.54376030e-05
 -7.74860382e-07  3.43918800e-05]",Five rocks spread ivelier on the same matter last night that is last about it.
"[ 0.          0.          0.         ... -0.00068516 -0.00025111
 -0.00119221]",This is not a learning disability it is a learning chaos it is more than 3 percent of all baby affects about 2 million Americans.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.69191170e-04
 -6.25252724e-05 -2.53796577e-04]",On the other hand is correct that the cost of water will be so gap of all your true waterfroth with all your water
[0.         0.         0.         ... 0.00117767 0.00121498 0.00131178],Suit is the ideal business wear and colleagues addressed each other in the families of the family or job positions.
[0.         0.         0.         ... 0.00211847 0.00177163 0.00183445],Citizon the post office and 42 1 Postage and 429 New Year Post Office and 429 New Year Postlook Puts Post Office
"[ 0.          0.          0.         ...  0.00056642 -0.00059628
  0.00047016]",On-track Medical staffs sent to local hospital and then he gave up the eahough
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.88109207e-06
 8.76188278e-06 9.23871994e-06]",Those who slept with many decresholds helped our energy and Aggon when properly evaluated
[0.         0.         0.         ... 0.00456113 0.00257075 0.003025  ],1 Antbied Cocaketa zmaapp at starting in this area but the summer study showed the benefits to death.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.62260437e-05
 4.21404839e-05 1.32322311e-05]",In an interview he said the new modified appearance was too much troubled and dangerous due to
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.96182251e-05
 6.75320625e-05 7.07507133e-05]",Storage Miss Joa Macham in 1981 was selected as a national flower of Hybrid country
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.95774841e-05
 -3.78489494e-05 -4.29153442e-05]",Peor has been invenry in England in charge of Dannel
"[ 0.          0.          0.         ... -0.00260067 -0.00299811
 -0.0030905 ]",The diplots have said that they have had sufficient fuzzy to decide the runfall to be redundant in Afghan Constitution.
[0.         0.         0.         ... 0.00441688 0.00444263 0.00544471],The civilization was unified in the rivers
"[ 0.          0.          0.         ... -0.01035631 -0.00876987
 -0.01197046]",Jeromah has the capitalists and cultural attractance to live in Almoaille. And and Sestructure are in-scholar suffering center.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.40802765e-05
  4.41074371e-06 -4.86373901e-05]",The Number of Electric Power Cover is not influenced in the Electric Power Cover Plant 1 and 2 Reactor closed in its Size Nuclear Power Plant.
"[ 0.          0.          0.         ...  0.0003261  -0.00054663
  0.00027382]",The bars in the small city are not good for the visitors that come outside the country
"[ 0.          0.          0.         ...  0.00013858 -0.00137162
 -0.00019282]",Translation engines are dramatic and currently provide more or more or presently to use and still sometimes because of me's carefully is taken.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.35792923e-06
 -4.41074371e-05 -2.19345093e-05]",The different of the doma is to grow out of the security and the various possible separate separate separate separate vows.
"[ 0.          0.          0.         ... -0.00416529 -0.00401688
 -0.00470448]","Shake his hand in the hinder of the earth is a friendly gesture of what helke. Hello ""."
"[ 0.          0.          0.         ... -0.00071847 -0.00048959
 -0.00036424]",21 years of Jissus attended the Magester City with £ 27 million's Club Pallars in January 2017
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.40802765e-05
 -6.73532486e-06  4.35113907e-05]",He used such words in his remarks that have made stiff and he was found to use wealthy words in class.
"[ 0.00000000e+00  0.00000000e+00 -1.19209290e-07 ... -1.76483393e-03
 -1.72662735e-03 -1.69116259e-03]","Of course, but all cacin in the above list, and all of the nameships of the mentioned list is still supplied, major cacin."
[0.         0.         0.         ... 0.03075051 0.02969646 0.03273487],The Turkish was initiated to seasis of ISIS that speaker has been told that the European nations have refused to return to the country
"[ 0.          0.          0.         ...  0.00019932 -0.00053883
  0.00012606]",The scene is extremely awful from the top of the mountain and the mountains from all the ends of the capital of the capital of the capital restraint.
"[ 0.          0.          0.         ... -0.00052661  0.00016892
 -0.00131661]","In a cold life in a cold wandering, it is clearly annoying a common anxiety but most of most are not really dangerous."
[0.         0.         0.         ... 0.00019717 0.00015539 0.00022125],The local is completely safe to drink the water but the bottle of water is easier to get the water found.
[0.         0.         0.         ... 0.00365907 0.00329179 0.00456685],1 was sent to George Washington on July 6 who read it in New Yoji 9 in July 9 A copy arrived in London on August 10
"[ 0.          0.          0.         ... -0.00550747 -0.00449097
 -0.00412548]",The company is expected to bring into your own consequence source and enforce a strong position like skyppatic.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.63392925e-04
  7.82608986e-05 -7.69853592e-04]",1 Firm thing is a plenty of high-quality options for the family here
"[ 0.          0.          0.         ... -0.00048143 -0.00050545
 -0.00096083]",Such a success stories have reduced the fear per change to be in the future to be in the future.
"[ 0.          0.          0.         ... -0.00342429 -0.00287551
 -0.00264245]",100-meter ships were routed to pick up his slight fertarian cargo and the officials were afraid to be heavy on the beginning.
[0.         0.         0.         ... 0.00084424 0.00038773 0.00037074],Many words with time running when it collaboes that were gathered together to the German is the beginning of knowledge of knowledge
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.03334808e-05
 -6.97374344e-05  2.01225281e-04]",This cloud was really an erupted or reasons to doubt
